Top1,Top1Summ1,Top1Summ2,Top1Keystone,Top1Xp,Top1Gold,Top2,Top2Summ1,Top2Summ2,Top2Keystone,Top2Xp,Top2Gold,Jungle1,Jungle1Summ1,Jungle1Summ2,Jungle1Keystone,Jungle1Xp,Jungle1Gold,Jungle2,Jungle2Summ1,Jungle2Summ2,Jungle2Keystone,Jungle2Xp,Jungle2Gold,Mid1,Mid1Summ1,Mid1Summ2,Mid1Keystone,Mid1Xp,Mid1Gold,Mid2,Mid2Summ1,Mid2Summ2,Mid2Keystone,Mid2Xp,Mid2Gold,Ad1,Ad1Summ1,Ad1Summ2,Ad1Keystone,Ad1Xp,Ad1Gold,Ad2,Ad2Summ1,Ad2Summ2,Ad2Keystone,Ad2Xp,Ad2Gold,Supp1,Supp1Summ1,Supp1Summ2,Supp1Keystone,Supp1Xp,Supp1Gold,Supp2,Supp2Summ1,Supp2Summ2,Supp2Keystone,Supp2Xp,Supp2Gold
54,4,14,8229,358,187.8,875,12,4,8010,484.2,365.8,254,4,11,9923,327.6,280,876,4,11,8128,320.8,343.1,777,4,14,8021,412.29999999999995,223,115,12,4,8229,448.79999999999995,267.6,15,4,14,8005,305,279,235,7,4,8351,284.5,207.70000000000002,16,4,3,8229,220.60000000000002,186.6,50,14,4,8112,267,206.5
107,12,4,8230,417.5,216.70000000000002,875,12,4,8010,576.2,396.9,2,4,11,8010,324,259.20000000000005,104,11,4,8230,311.7,285.9,3,4,12,8439,372.5,240.6,101,4,21,8229,356,240.39999999999998,202,4,7,8128,304.7,297.9,63,4,3,8229,298,334.2,57,4,14,8229,233.8,181.1,50,4,14,8112,251.3,172.6
92,4,12,8010,485.20000000000005,319.2,122,6,4,8010,468.2,233.7,19,11,7,8437,316.70000000000005,263.5,11,4,11,8010,338,290,90,4,6,8214,534.8,239.8,777,4,14,8021,461,270.8,202,7,4,8128,236.60000000000002,201.3,21,4,7,8128,299.7,254.8,53,4,14,8439,333.8,150.8,161,21,4,8229,264.5,245.5
84,12,4,8229,420.8,131.6,74,12,4,8229,471.79999999999995,280.9,2,4,11,8010,381,408.3,104,4,11,8021,287.8,282.1,17,4,14,8229,345.6,199.60000000000002,245,4,14,8112,359.2,208.4,21,3,4,8005,310,264.1,29,7,4,9923,255.39999999999998,290.7,25,4,14,8229,218.10000000000002,257,412,14,4,8439,263.1,215.6
266,4,12,8010,378.29999999999995,269.9,133,14,4,8005,487.5,379.8,120,11,6,8010,415.1,421.8,141,11,4,8010,223.3,237.9,157,14,4,8010,468.8,319.5,103,14,4,8112,361.6,210.8,18,4,7,9923,304.7,366.1,67,4,21,8005,261.1,211.6,111,4,3,8439,308.2,289.29999999999995,350,14,3,8214,267.6,212.2
58,12,4,8010,326.7,219.3,39,4,14,8010,529.3,426.20000000000005,121,4,11,8128,401.6,305.3,11,14,11,8230,239.5,219.3,777,4,14,8010,452.5,269.6,236,4,14,8005,493.1,255.4,67,7,4,8005,303.2,285.3,145,4,7,9923,336,342.5,117,14,4,8214,276,194.7,111,3,4,8439,271.9,180.7
54,4,12,8437,446.29999999999995,250.79999999999998,82,4,12,8010,434.5,290.2,11,11,4,8010,255.7,200.2,36,4,11,8021,297.1,231,238,4,14,8112,511.7,387.3,136,14,4,8230,368.20000000000005,185.7,29,4,7,8008,237.1,241.3,236,7,4,8005,404.09999999999997,358.3,22,4,14,8229,239.39999999999998,230.2,1,14,4,8112,228.7,294.6
164,4,12,8437,306.6,217.5,62,4,14,8010,384.3,304,32,11,4,8439,313.8,261.3,104,11,4,8021,340.6,289.2,4,7,6,8360,517.7,338.1,90,3,4,8128,345.7,241.7,145,7,4,9923,341.1,336.5,21,4,7,8128,267.3,238.7,235,14,4,8351,273.9,204.20000000000002,350,3,14,8229,258,175.4
777,4,14,8021,294.5,206.39999999999998,107,14,4,8010,468.6,309.1,254,4,11,9923,328.3,344.79999999999995,72,11,4,8230,302.8,249.9,84,12,4,8021,412.29999999999995,259.4,157,14,4,8010,377.7,262.1,145,7,4,9923,317.1,327.3,360,7,4,8010,290.1,209.6,412,4,14,8465,313,286.1,57,14,4,8229,242.7,151.5
516,12,4,8437,409,230.10000000000002,50,4,6,8010,450.29999999999995,267.4,203,4,11,8005,259.5,207.3,35,11,14,8128,273.9,235.1,82,12,4,8010,534.8,291.1,157,4,14,8010,433.9,334.29999999999995,202,4,7,8128,279.8,303.5,236,4,7,8005,222.39999999999998,179.89999999999998,25,14,4,8229,263.3,205.8,147,4,7,8229,300.7,178.89999999999998
2,4,12,8010,455.90000000000003,238.4,86,14,4,8010,442.7,217,11,14,11,8005,360.4,340.5,32,4,11,8010,340.7,268.4,84,14,4,8021,436,247.3,61,4,14,8230,444.6,243.6,498,7,4,8008,330.1,302.8,22,4,7,8005,291.8,311.6,497,14,4,8465,273,177.3,25,14,4,8214,279.4,216.89999999999998
39,4,14,8010,352.5,220.7,31,4,12,8437,497.5,293.1,245,4,11,8230,334.3,287.1,35,11,14,9923,254,212.89999999999998,238,14,4,8010,446.20000000000005,238.6,54,4,14,8229,432.8,192.7,21,4,7,8128,333.5,230.4,51,4,7,8021,273.2,194.9,161,3,4,8229,269.5,232.4,37,14,4,8214,228.10000000000002,158.1
6,12,14,8010,503,349.3,67,4,12,8005,429.3,242.3,104,11,14,8230,343.4,270.4,427,11,4,8214,405.1,335,517,12,4,8021,397.5,213.39999999999998,103,14,4,8112,498.1,319.6,81,7,4,8010,309.7,253.9,119,7,4,8005,300.6,256.3,267,3,4,8128,280.6,187.8,143,14,4,8229,297.3,161
114,14,4,8010,517.4,325.1,27,12,4,8010,442.5,293,203,11,4,8005,319.2,297.1,24,11,4,8010,269.3,256.1,75,4,12,8437,486.9,305.7,55,4,14,8010,465.9,233.2,18,4,21,9923,308.6,380.29999999999995,202,7,4,8128,251.89999999999998,277.9,161,7,4,8229,293.1,303.5,147,4,14,8214,195.2,284.4
62,14,4,8112,513.4,378.4,75,4,12,8437,395.5,220.9,120,11,6,8230,284.5,231,113,11,4,8112,264,196.9,518,4,14,8112,501.59999999999997,403.2,103,7,4,8112,293.1,150.10000000000002,222,4,7,8008,281.3,294.6,202,7,4,8128,242.20000000000002,205.6,99,3,4,8229,243.9,223.9,54,14,4,8437,291.20000000000005,234.3
777,14,4,8010,313.5,191.89999999999998,86,4,14,8010,463.5,322.6,11,11,1,8010,325.1,252.6,154,4,11,8439,280.7,239.9,34,4,12,8112,468.29999999999995,275,25,4,14,8128,423.6,284.9,29,7,4,9923,320.6,425.2,51,7,4,8021,283,329.6,37,14,4,8214,259.9,243.2,89,14,4,8439,224.60000000000002,231.6
106,4,12,8437,439,323.9,58,14,4,8005,526.7,307.4,876,11,4,8128,333.9,254.3,80,4,11,8010,351.2,317.4,84,4,14,8021,377.29999999999995,188.4,61,14,4,8214,516.1,368.59999999999997,67,7,4,8005,268.5,336.9,360,4,7,8021,294.4,205.2,526,4,14,8439,271.8,198.2,161,3,4,8229,273,174.60000000000002
61,12,4,8230,434.20000000000005,224.39999999999998,266,12,4,8010,441.3,195.7,2,11,4,8005,240.2,215.4,121,11,4,8010,269.3,227.3,164,12,4,8437,480.4,274.4,238,14,4,8112,435.09999999999997,293.3,51,7,4,8021,364.6,235.5,81,7,4,8010,287.5,369.5,40,4,14,8214,131.2,171.2,25,14,4,8229,286.8,263.2
106,12,4,8112,484.20000000000005,256.6,6,4,12,8005,439.4,223.89999999999998,60,4,11,8005,254.2,199.39999999999998,20,11,4,8437,371.5,292.79999999999995,15,14,4,8351,277.6,164.8,131,4,14,8112,430.4,250.10000000000002,134,14,4,8229,430,230,18,4,7,8005,305.6,327.1,25,14,4,8229,261,245.1,350,14,4,8214,276.4,214.8
24,12,4,8010,545.9,265.6,27,12,6,8010,464.1,243.20000000000002,141,4,11,8010,298.6,291.2,11,11,6,8008,368.8,333.6,91,4,14,8010,374.79999999999995,267.29999999999995,99,4,21,8229,476.7,362.7,523,14,4,8010,235.8,211.3,18,4,7,9923,322.9,309.2,161,7,4,8229,283.5,168,147,4,14,8214,309.3,284.3
133,14,4,8005,467,292.8,58,4,6,8010,449.3,258.29999999999995,223,6,11,8437,334.79999999999995,306.3,11,14,11,8128,333.9,279.4,99,4,12,8229,407.9,234.79999999999998,238,14,4,8112,434.6,225.9,202,7,4,8128,259.2,243.3,161,7,4,8229,304.5,249.8,526,14,4,8439,247,188.5,101,14,4,8229,295.70000000000005,188.8
517,14,4,8021,403.3,191.2,58,14,4,8112,466.29999999999995,335.1,121,11,4,8010,294.2,329.6,120,6,11,8010,349.5,282.3,55,4,14,8112,472.2,264.5,777,4,14,8010,403.5,232.8,21,4,14,8128,286.9,248.3,222,7,4,8008,284.5,237.5,235,3,4,8351,270.3,186.3,99,4,3,8229,186,193.89999999999998
62,4,12,8010,486.29999999999995,372.29999999999995,114,12,4,8010,344.2,225,254,11,4,9923,320,282.4,120,11,6,8010,241.10000000000002,294.70000000000005,25,4,14,8229,525.7,346.1,91,14,4,8112,381.1,237.8,51,4,7,8021,312.1,421.1,42,7,4,8021,268.20000000000005,284.5,267,4,14,8214,243,227.8,89,4,14,8439,239.20000000000002,186.1
10,12,4,8214,421.4,231.4,80,12,4,8010,431.1,225.89999999999998,427,11,4,8214,357.6,275.7,120,6,11,8124,335.9,266.1,131,14,4,8112,403,318.9,55,14,4,8010,373.8,255.1,518,7,4,8005,251,188.5,81,4,7,8128,315.4,320.7,147,14,4,8214,216.2,259.5,143,14,4,8229,247.39999999999998,334.2
92,4,14,8010,524.3,288.3,84,4,14,8010,407,200.4,36,4,11,8021,332.20000000000005,286,20,11,4,8230,282.29999999999995,256.6,34,4,12,8112,436,245.6,268,12,4,8008,412.6,269.8,145,4,7,9923,326.1,300.4,21,4,7,8005,253.8,217.5,57,4,14,8229,282.4,219.5,526,4,14,8439,242,147.2
85,12,4,8010,498.79999999999995,236.8,106,12,4,8005,440.8,253.4,11,11,4,9923,274,277.6,238,11,4,8112,259.6,280,777,12,4,8021,471.79999999999995,303.2,157,4,14,8010,385.7,232.39999999999998,21,4,7,8229,308.4,298,18,4,7,9923,366,377.9,25,14,4,8229,229.7,261.9,89,4,14,8439,165.9,169.9
67,12,4,8005,375.5,219.8,106,14,4,8437,479.9,272.3,141,11,4,8010,304.5,279.1,203,4,11,8005,283.1,274.9,45,4,7,8351,401,251.6,147,12,4,8437,449.6,240.8,21,4,7,8229,281.7,254.2,22,4,7,8008,225.89999999999998,201.6,101,4,14,8229,312.1,268.2,37,4,14,8128,283,166.6
24,12,14,8010,375.2,271.3,114,4,12,8010,514.8,305.5,104,4,11,8230,453.1,341.1,33,4,11,8439,337.5,252.5,63,3,4,8128,490.29999999999995,262.9,236,4,14,8005,473.7,336.6,22,7,4,8008,350.8,440.5,81,4,1,8010,286,254,412,4,14,8439,340.20000000000005,262.5,12,4,14,8230,229.6,156
150,4,12,9923,399.29999999999995,304.79999999999995,16,4,21,8214,357,300.2,121,4,11,8128,246,217.29999999999998,104,11,4,8230,343,330.2,90,6,4,8360,458.9,286.4,4,4,12,8229,365.2,272.1,498,4,7,8008,291.70000000000005,227.4,202,7,4,8128,339.6,269.8,50,4,14,8112,243.4,184.1,29,14,4,9923,207.3,213.5
24,12,14,8437,447.8,271.29999999999995,266,7,4,8010,415.9,191.39999999999998,245,4,11,8112,217.3,208.5,74,4,14,8229,436.3,360.4,121,4,14,8112,454.4,222.2,21,7,4,8005,278.7,260.9,145,7,4,8010,268,193,54,3,4,8465,218.2,172.2,2,4,14,8010,197.7,175.39999999999998,26,4,3,8214,231.60000000000002,154.2
14,4,12,8437,410.70000000000005,281.6,92,12,4,8010,456.79999999999995,265,20,11,4,8230,308.9,246.2,141,4,11,8112,266.1,266.20000000000005,777,4,14,8021,408.70000000000005,252.8,126,14,4,8112,448.8,312.4,202,4,7,8021,270.7,248.8,21,7,4,8128,315.70000000000005,331.6,99,4,14,8128,304,168.5,57,4,14,8439,279.70000000000005,180.1
133,14,4,8437,448.9,234.9,54,12,4,8229,463.2,229.10000000000002,203,4,11,8005,237.7,196.8,35,11,4,8124,279.3,241.6,105,14,4,8112,479.2,286.1,157,4,14,8021,384.5,194.8,81,4,7,8010,319.1,224.7,202,4,7,8021,250.2,264.1,235,21,4,8214,219.7,164.8,53,14,4,8128,254.1,194.2
23,4,12,8008,451.9,440.5,39,4,14,8010,402.9,306.6,203,4,11,8112,338.7,299.20000000000005,121,11,4,8128,353.5,225.8,246,14,4,8112,412.1,371.8,55,14,4,8010,354.4,209.5,81,7,4,8010,311.20000000000005,284,21,4,7,8005,292.2,237,35,14,4,8229,285.6,196.9,16,4,3,8214,241.3,182.8
266,12,4,8010,472.1,286,31,12,4,8437,437.8,234.4,76,11,4,8128,279.9,247.4,245,11,4,8128,337.1,261.7,42,14,4,8021,441.3,243.5,34,14,4,8112,449.2,207.29999999999998,22,4,7,8008,223.4,177,11,14,4,8005,324.5,447.4,57,14,4,8439,239,141.1,111,14,4,8465,291.1,215.1
147,4,14,8229,376.1,195.8,17,14,4,8214,504.6,260.2,2,4,11,8010,404.7,256.5,80,4,11,8010,262.4,236.10000000000002,23,4,11,9923,297.5,205.5,84,4,14,8021,479.2,271.2,96,7,4,8005,252.5,212.5,202,7,4,8128,255.1,220.4,235,14,4,8005,267.8,192.5,350,3,14,8214,277.3,215.2
23,14,4,8008,481.1,347.4,122,14,4,8010,457.5,255.60000000000002,2,4,11,8010,363.4,425.1,11,11,6,8010,269.3,256.6,41,4,14,8437,454.4,407.7,55,4,14,8010,313.2,227.29999999999998,81,7,4,8351,300.1,260.79999999999995,202,4,7,8229,262,285,50,4,14,8112,227,204.1,25,4,3,8229,199.6,189.79999999999998
82,4,12,8010,489.4,239.9,43,12,4,8437,448.1,211.8,28,4,11,8128,287,244.2,24,4,11,8010,244,218.4,103,14,4,8112,427.8,253.8,99,1,4,8229,396,248.8,22,7,4,8008,260.3,322.5,21,4,7,8112,270.8,246.89999999999998,25,14,4,8229,319.4,222.3,412,4,3,8439,255.3,222.8
875,14,4,8010,423.4,282.2,24,4,12,8010,362.6,268.5,121,4,11,8010,319.9,325.1,33,4,11,8439,320.6,319.5,54,4,12,8229,487.4,291,115,21,4,8229,382.79999999999995,196.1,21,4,7,8128,306.20000000000005,238.10000000000002,360,3,4,8010,295.4,271.20000000000005,89,14,4,8439,233.8,174.2,12,4,14,8439,242.10000000000002,149.2
75,12,4,8010,460,261.6,875,14,4,8010,427.5,266.6,64,11,4,8010,334.79999999999995,277.3,104,11,4,8021,319.4,244.9,7,4,14,8112,437.1,219.6,115,4,12,8229,373,234.9,498,7,4,8008,256,282.1,18,4,7,9923,283.3,335.1,12,14,4,8439,243,184.2,526,14,4,8439,371.1,337.7
2,4,14,8010,415.6,233,48,12,4,8437,491.90000000000003,338.4,77,4,11,8010,335.2,343.7,154,4,11,8439,221,209.7,115,4,14,8229,475.8,277.1,69,3,4,8010,431.2,206.3,22,4,7,8008,338.7,404.4,18,7,4,9923,393.90000000000003,379.79999999999995,98,4,14,8439,263.5,276.9,12,4,14,8439,234.8,267.9
266,12,4,8010,419.4,233.6,150,12,4,8437,475.6,267.2,64,11,4,8010,321.5,315.8,19,11,4,8005,304.2,314.9,164,4,14,8005,599.6,462.9,238,4,14,8112,394.9,258.5,90,4,7,8214,333.79999999999995,329.1,81,7,4,8010,287,238.7,12,3,4,8230,331.6,225.3,43,4,14,8229,238.4,159.4
98,4,12,8437,471.5,229,126,4,12,8010,459.79999999999995,310.2,102,11,4,8008,309.2,272.9,77,11,4,8010,305.7,233.4,55,14,12,8010,461.9,214.4,45,4,12,8112,503.1,293.1,22,7,4,8008,339.1,275.5,236,7,4,8005,275.1,230.2,63,4,3,8128,299.7,235.79999999999998,147,4,3,8214,242.4,147.9
266,4,12,8010,521.1,346,92,12,4,8010,381.2,283.5,254,11,4,9923,397.3,375.9,121,11,4,8112,354.79999999999995,360,238,14,4,8112,303.3,282.8,80,4,14,8010,403.70000000000005,302.1,81,7,4,8010,286.1,230.2,21,7,4,8005,315,368.6,111,14,4,8439,273.29999999999995,216.1,53,4,14,8439,263.6,246.7
266,4,12,8010,473.4,224.1,516,4,12,8437,440.79999999999995,254.8,154,4,11,8439,230.6,214.7,32,4,11,8010,308.1,245.8,3,4,12,8439,485.29999999999995,324.20000000000005,238,14,4,8112,377.6,226.1,22,4,7,9923,301.6,234.3,81,7,4,8128,288.6,252,80,4,11,8010,207.9,178.5,25,4,14,8229,244.39999999999998,149.2
17,14,4,8128,463.79999999999995,280.5,36,4,12,8437,399.6,234.2,203,11,4,8128,272.2,267.9,106,11,4,8010,260.6,228.7,34,21,4,8229,429.5,209.7,105,7,4,8112,333.2,220.7,21,7,4,8005,226.3,212.2,236,7,4,8005,309.3,381.9,53,4,14,8439,188.5,167.4,267,14,4,8214,259.5,234.5
875,3,14,9923,448.70000000000005,257.1,240,4,12,8010,431,303.4,254,11,6,9923,368.8,339.3,33,4,11,8439,315.20000000000005,313.4,105,4,14,8112,424.20000000000005,256.6,1,4,14,8010,406.9,219.8,21,7,4,8128,312,242,51,4,3,8128,212.6,196.60000000000002,99,21,4,8229,273.2,220.8,555,4,6,9923,267.3,148.3
111,12,4,8439,480.29999999999995,224.7,420,4,12,8010,518.9,271.7,77,11,6,8439,289.3,256.6,80,11,4,8010,285.1,287.5,103,4,14,8112,424.9,178.6,236,4,14,8005,501.6,303.9,21,14,4,8229,276.5,262.5,498,4,7,8008,261.7,231.89999999999998,57,14,4,8229,235.8,269.70000000000005,350,14,3,8229,273.9,194.29999999999998
240,4,12,8010,432.9,236,43,4,12,8437,477.4,275.6,245,4,11,8128,326.2,294.2,78,4,11,8439,302.7,255.5,103,4,14,8112,345.9,202.39999999999998,55,4,14,8128,441.5,233.29999999999998,81,4,7,8010,299.20000000000005,276.3,145,4,7,9923,302.6,308.6,497,4,3,8465,267.5,152.9,25,4,14,8214,272.4,183
133,14,4,8112,460.4,303.6,10,4,12,8021,420.09999999999997,254.5,141,4,11,8128,333.4,294.3,121,11,4,8128,267.4,222.7,101,4,21,8229,406,286.70000000000005,90,4,14,8214,473.4,269.4,236,7,4,8010,297.9,254.2,18,7,4,9923,358.4,405.79999999999995,99,4,14,8128,148,224.2,161,4,3,8229,262.6,232.4
74,4,14,8229,470.9,271.1,57,12,4,8439,467.6,223.6,25,4,11,8128,267.5,233,24,4,11,8008,278.7,220.2,84,14,4,8010,457,338.8,90,12,4,8229,444,253.3,360,4,7,8010,317.8,293.1,18,7,4,8008,282.2,289.3,89,4,3,8439,243.4,169.9,350,3,14,8214,288.3,215.3
122,4,6,8010,401.79999999999995,281,98,4,12,8437,455.6,230.7,11,4,11,8010,385.79999999999995,312.9,19,4,11,8005,298,308.7,103,4,14,8112,343,181.7,69,4,14,8010,468,303,21,7,4,8229,279.3,244.9,145,7,4,9923,300.4,306.1,40,4,3,8214,261.8,242.1,526,14,4,8439,302,209.9
6,12,4,8005,415.6,239.6,83,12,4,8437,448.6,292.7,32,4,11,8010,297.9,249.3,104,11,4,8230,331.4,299.3,238,4,14,8112,513.5,319.1,13,4,1,8230,429,236.8,202,4,7,8128,282.2,331.9,29,4,7,8008,260.9,302.7,89,4,14,8005,260.6,221.6,201,4,3,8465,272.8,204.8
516,4,12,8437,433.9,206.6,98,4,12,8437,420.5,211.3,24,4,11,8112,253.6,263.1,107,11,4,8010,322.5,305,45,14,4,8229,402.6,232.9,13,4,12,8230,403.5,267,67,7,4,8005,345.9,239.1,145,4,7,9923,326.3,250.4,432,14,4,9923,211.10000000000002,178.1,99,4,14,8229,232.1,182.60000000000002
240,12,4,8021,400.5,204.1,150,12,4,8021,582.9000000000001,378.5,80,4,11,8010,275.3,218.7,32,11,4,8439,315.9,260,103,4,14,8112,317.3,250.9,25,14,4,8214,471.20000000000005,296.6,222,7,4,8008,356,369.90000000000003,22,4,7,8008,305.6,290.7,412,4,14,8465,242.3,202.1,267,14,4,8351,272,191.5
122,4,6,8010,475.29999999999995,320.2,6,12,4,8005,417.20000000000005,242.3,11,4,11,8010,269.5,209.9,254,11,4,9923,302.29999999999995,313.8,112,4,12,8230,451.5,219.9,55,14,4,8112,479.4,325.1,67,7,4,8005,262,194.3,202,4,7,8128,363.4,372.70000000000005,201,4,14,8439,145.3,132.1,50,14,4,8112,259.1,381.7
111,4,12,8437,388.6,265.8,114,14,4,8010,362.2,237.1,19,11,4,8005,268.5,258.3,57,4,11,8439,330.7,306,236,4,14,8005,470.59999999999997,352.8,55,14,4,8112,437.4,254,18,7,4,9923,289.2,368.20000000000005,67,1,4,8005,255.79999999999998,347.5,89,14,4,8439,254.8,262.2,117,3,4,8465,307,212.39999999999998
429,4,12,9923,423,259.29999999999995,54,12,4,8112,437.4,217,20,11,4,8230,284.1,297.2,518,4,11,8124,310.4,284.8,39,14,4,8010,324.29999999999995,239.3,157,14,4,8010,513.2,501.40000000000003,30,3,4,8128,294.4,336,51,7,4,8021,271,327.6,63,14,4,8128,276.1,187.39999999999998,101,21,4,8229,252.2,247.7
77,12,4,8437,462.4,327.6,54,4,12,8229,482.7,287,141,11,4,8010,307.4,241.60000000000002,79,11,4,8128,318,290.7,34,4,12,8230,461,205.2,157,4,1,8021,478,279.3,18,7,4,8008,301.6,314,81,4,7,8128,246.20000000000002,325.9,101,3,4,8229,321.8,344,98,14,4,8439,292.5,246.3
120,14,6,8010,323.6,269,875,4,14,8005,453.6,537.8,11,11,4,8010,286,239.4,121,4,11,8128,282.5,227.6,45,12,4,8351,449.8,404.1,59,14,4,8112,266.29999999999995,212.60000000000002,81,4,3,8128,274.5,212.29999999999998,222,4,7,8008,296.4,172,16,7,4,8214,241.3,169.2,147,14,4,8229,202.10000000000002,188
777,12,4,8010,365.9,199.10000000000002,5,12,4,9923,493.4,304.79999999999995,76,11,4,8128,309.1,417.7,121,4,11,8128,271.9,226.60000000000002,84,14,4,8112,409.7,199.60000000000002,68,14,4,8229,442,247.7,21,4,7,8229,321.6,236.29999999999998,22,7,4,8229,306,270.4,12,4,14,8230,211.3,190.20000000000002,17,4,14,8214,211.9,218.2
54,12,4,8229,406.7,221.6,27,14,6,8124,430.20000000000005,322.5,141,11,4,8128,323.1,300.8,20,11,4,8230,346.79999999999995,262.8,157,14,4,8010,399.3,361.70000000000005,91,4,14,8112,458.1,276.6,22,7,4,8008,295.6,278.9,18,4,7,9923,284.1,255.60000000000002,17,14,4,8214,278.4,195.10000000000002,526,4,3,8439,272,188.7
39,12,4,8010,407,312.5,17,14,4,8005,369.2,244.1,106,4,11,8437,313.1,272.6,107,11,4,8010,278.1,268.4,34,4,12,8112,459.1,232.4,42,4,14,8021,443.20000000000005,236.9,119,4,7,8128,306.29999999999995,337.3,498,4,7,8008,292.9,284.9,111,4,14,8439,269.1,234.89999999999998,412,14,4,8439,279.4,246
875,12,4,8010,466.90000000000003,356.6,266,4,14,8010,333.79999999999995,196.3,120,11,4,8010,323.5,282.7,32,11,4,8010,284.9,228.3,103,14,4,8112,473.40000000000003,268,777,12,4,8010,405.9,265.9,145,7,4,9923,311.9,345.2,67,7,4,8005,230.1,218.1,50,14,4,8112,227.2,215.5,99,4,14,8214,250.7,229.1
56,14,4,8008,372.2,241,114,4,12,8010,399.20000000000005,224.4,64,11,4,8010,276.7,250.39999999999998,80,11,4,8010,308.6,256.5,50,4,14,8010,342.20000000000005,138.39999999999998,99,4,21,8229,435.20000000000005,239.2,145,4,7,9923,320.5,252.7,222,7,4,8008,347.1,298.4,161,14,4,8229,215.4,171.8,63,14,4,8128,255.10000000000002,244.9
17,14,4,8214,367,257.3,126,12,4,8010,445.8,340.1,11,11,4,8010,257.70000000000005,266.5,254,11,4,9923,390.3,294.7,142,14,4,8112,454.2,263.2,105,4,14,8112,451.9,227.60000000000002,119,4,7,8010,292.7,271.8,145,4,7,9923,298.7,245.5,40,14,4,8229,274.6,217.4,117,3,4,8465,253.3,147
77,4,12,8437,494.9,269.2,164,12,4,8437,437.5,224.39999999999998,141,11,4,8010,317.1,269.79999999999995,120,6,11,8010,391.4,398.6,157,14,4,8010,394.5,230.4,115,4,14,8229,423.2,256.20000000000005,21,4,7,8229,322,255.4,145,7,4,9923,283.5,238.8,143,4,14,8112,238.89999999999998,192.1,147,14,4,8214,258.5,195.6
6,12,4,8010,458.09999999999997,219.9,17,7,4,8214,464.4,245.7,107,4,11,8112,323.6,337.7,141,11,4,8128,274.5,254.6,25,14,4,8229,466,263.6,246,4,14,8112,377.3,221.5,222,4,7,8008,274.70000000000005,213.9,21,7,4,8229,271.9,251.7,147,14,4,8214,306.2,223.6,89,4,3,8439,225.8,160.5
1,4,3,8112,360.79999999999995,194.6,98,12,4,8439,416.1,243.4,32,11,4,8010,298.6,250,104,11,4,8021,321.2,284.8,131,12,4,8112,498.1,321,112,4,3,8230,395.4,221.4,523,7,4,8010,290.79999999999995,341,22,1,4,8008,293.7,326,25,14,4,8128,243.8,198,53,4,14,8439,225.1,185.3
82,12,4,8010,436.29999999999995,243.8,17,4,14,8005,421.2,246.29999999999998,20,11,4,8230,307.5,263.5,121,4,11,8128,339.9,314,131,14,4,8230,414.9,305.9,3,14,4,8439,381.2,291.5,18,7,4,8005,279.1,299.5,145,7,4,9923,313.1,335.7,143,14,4,8229,266.3,236.89999999999998,117,4,3,8214,264.9,199.7
92,12,4,8010,463.9,295.9,122,12,4,8010,417.29999999999995,262,20,4,11,8230,306.29999999999995,306.70000000000005,19,11,4,8010,227.6,192.5,21,4,12,8229,469.3,321.4,55,4,14,8010,381.1,209.5,69,14,4,8230,211.1,212.60000000000002,360,4,7,8010,336.4,392.7,875,4,7,8437,273.29999999999995,218.4,25,4,3,8214,258.3,206.8
85,4,14,8360,435,205.7,74,12,4,8112,413.1,226.2,113,11,4,8439,288.2,219.7,48,4,11,8010,334.2,280.8,245,4,12,8112,457.8,251,8,4,12,8230,430.7,222.2,236,4,7,8005,307.5,377.20000000000005,51,4,7,8128,243.6,282.4,117,14,4,8128,295.5,254.3,555,14,4,8128,325.79999999999995,234.2
85,12,4,8112,389,272.4,114,4,14,8010,386.1,248.8,120,6,11,8010,247.6,205.2,80,11,4,8005,302.8,219,84,4,14,8021,422.20000000000005,323.9,59,14,4,8112,342.79999999999995,263.6,110,7,4,8005,292.1,364.5,51,4,7,8010,264.7,218.8,147,21,4,8351,279.8,217.2,45,4,3,8229,267.9,159.7
420,12,4,8437,446.8,245.6,82,12,4,8229,542.2,266.4,36,4,11,8021,442.4,351.6,517,4,11,8010,245.8,201.7,12,4,14,8439,427.2,283.3,54,4,14,8229,463.2,333.5,21,4,7,8005,294.3,168.7,110,7,4,8021,275.20000000000005,271,17,14,4,8229,270.3,149.8,25,4,14,8229,284,198.6
24,4,14,8010,362.5,216.1,58,4,12,8010,531.7,483.09999999999997,107,11,4,8112,336.8,459.1,120,11,6,8010,331.9,258.70000000000005,777,14,4,8010,468.1,325.2,157,14,4,8010,330.5,277.1,81,4,7,8229,353.1,274.8,59,7,4,8112,314.6,356.4,74,14,4,8229,172.8,181.4,89,14,4,8439,225.7,222.2
875,12,4,8010,447.5,331.1,58,4,12,8005,428.4,296.70000000000005,120,6,11,8010,277.3,261,36,4,11,8021,317.1,248.10000000000002,777,14,4,8010,478.9,244.39999999999998,245,14,4,8112,407.1,225.2,222,4,7,8008,328.3,316.2,22,4,7,8008,320.79999999999995,276.8,98,4,14,8439,250.3,214.8,45,14,4,8128,258.4,270.4
19,21,4,8010,434.6,283.3,13,12,4,8230,450.9,249.3,11,11,4,8010,362.2,264.7,107,11,4,8010,397.2,380.4,99,12,4,8229,455.1,240.1,427,4,7,8465,397.29999999999995,194.2,145,7,4,9923,338.6,303.4,21,7,4,8229,302.5,357.4,147,3,4,8465,221.5,174.6,111,4,14,8439,326.7,295.4
